uf;ano;nom_cnaediv.x;nom_cnaediv;cod_cnaediv;empresa;emprego;Massa Salarial;salario;rlv;rlv_def;mass_sal_def;salario_def;tam_empr;pr;ql;hhm;empresa_norm1;emprego_norm;rlv_def_norm;mass_sal_def_norm;salario_def_norm;tam_empr_norm;pr_norm;ql_norm;hhm_norm
Ceará;2019;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;31;402;694835.03;1728.445348;263086;263085.9833;694834.9856;1728.445238;12.96774194;0.00;0.112986958;-0.028;-0.071;-0.177;-0.348;-0.181;-0.242;-0.007;0.000;-0.001;0.000
Ceará;2019;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;54;8449;17503857.38;2071.707584;2591070;2591069.836;17503856.26;2071.707452;156.462963;0.05;1.449471689;0.014;-0.092;0.077;-0.057;-0.059;-0.236;0.110;0.000;0.001;0.000
Ceará;2019;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;133;1884;3547043.05;1882.719241;205459;205458.987;3547042.823;1882.719121;14.16541353;0.01;0.181006276;-0.026;-0.310;-0.485;-0.434;-0.599;-0.517;-0.005;0.000;0.000;0.000
Ceará;2019;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;93;1862;4433782.73;2381.193733;406945;406944.9742;4433782.447;2381.19358;20.02150538;0.00;0.140955009;-0.027;-0.115;-0.641;-1.044;-0.842;-0.148;-0.014;0.000;0.000;0.000
Ceará;2019;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;21;927;1589404.42;1714.567875;99355;99354.99371;1589404.318;1714.567765;44.14285714;0.02;0.478022201;-0.017;-0.019;-0.063;-0.099;-0.116;-0.711;-0.004;0.000;-0.001;0.000
Ceará;2019;fabrica_o_de_m_veis;Fabricação de móveis;31;427;5635;7833006.81;1390.06332;536764;536763.966;7833006.309;1390.063231;13.19672131;0.02;0.781773923;-0.007;-0.275;-0.132;-0.070;-0.124;-0.216;0.004;0.000;0.000;0.000
Ceará;2019;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;292;1984;2688574.19;1355.12812;162464;162463.9897;2688574.018;1355.128033;6.794520548;0.01;0.418340394;-0.018;-0.181;-0.168;-0.090;-0.141;-0.272;-0.001;0.000;0.000;0.000
Ceará;2019;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;521;4992;9742711.01;1951.664866;423089;423088.9732;9742710.387;1951.664741;9.581573896;0.03;0.814329203;-0.006;-0.309;-0.103;-0.080;-0.141;-0.172;0.003;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;1724;35887;63790903.43;1777.549069;8822504;9449817.956;66172198.45;1843.904435;20.81612529;0.02;0.746802569;-0.008;-0.083;-0.967;-1.470;-0.849;-0.012;-0.007;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_bebidas;Fabricação de bebidas;11;183;6665;13291399.49;1994.208476;2237514;2396609.848;13787563.39;2068.651671;36.42076503;0.06;1.774424117;0.024;0.065;0.106;-0.092;0.014;-0.246;-0.011;0.000;0.001;0.000
Ceará;2018;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;2;22;21633.3;983.3318182;660;706.9285376;22440.86451;1020.039296;11;0.00;0.073655177;-0.029;-0.004;-0.015;-0.048;-0.022;-0.623;-0.019;0.000;-0.001;0.000
Ceará;2018;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;262;12990;21350553.52;1643.61459;1930594;2067866.656;22147563.19;1704.970222;49.58015267;0.05;1.632936001;0.020;-0.090;0.172;0.016;0.033;0.091;0.031;0.000;0.001;0.000
Ceará;2018;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;2528;42345;52336426.66;1235.952926;2878850;3083547.304;54290129.55;1282.090673;16.75039557;0.08;2.477246303;0.047;0.685;1.051;0.109;0.316;-0.042;0.007;0.000;0.002;0.000
Ceará;2018;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;387;58631;72111178.45;1229.915547;5662497;6065122.308;74803066.81;1275.82792;151.501292;0.18;5.708417166;0.149;0.004;2.196;0.411;0.781;-0.209;0.114;0.000;0.005;0.000
Ceará;2018;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;184;1147;1311292.66;1143.236844;89706;96084.44151;1360242.816;1185.913528;6.233695652;0.01;0.226064644;-0.024;-0.256;-0.227;-0.094;-0.143;-0.399;-0.004;0.000;-0.001;0.000
Ceará;2018;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;98;2892;4808287.03;1662.616539;854330;915076.1478;4987778.922;1724.681508;29.51020408;0.02;0.532352837;-0.015;-0.051;-0.164;-0.304;-0.238;-0.719;-0.004;0.000;0.000;0.000
Ceará;2018;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;503;3225;4405627.88;1366.086164;225356;241379.6781;4570088.629;1417.081745;6.411530815;0.03;1.027248384;0.001;0.017;-0.022;-0.033;-0.066;-0.400;0.000;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;15;304;5022803.58;16522.3802;6815420;7300022.566;5210303.31;17139.15562;20.26666667;0.00;0.069094636;-0.029;-0.005;-0.229;-0.500;-0.384;10.181;-0.220;0.000;-0.001;0.000
Ceará;2018;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;245;3687;7069757.75;1917.482438;3371072;3610768.181;7333669.656;1989.061474;15.04897959;0.01;0.432005881;-0.018;-0.071;-0.298;-0.837;-0.547;-0.908;-0.007;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;15;2980;5640580.04;1892.812094;420679;450590.8944;5851141.177;1963.470194;198.6666667;0.03;0.928341872;-0.002;-0.012;-0.037;-0.173;-0.226;-0.662;0.137;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;281;5018;6949642.17;1384.94264;512250;548672.9445;7209070.198;1436.642128;17.85765125;0.01;0.393124162;-0.019;-0.193;-0.470;-0.369;-0.477;-0.556;-0.006;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;801;11231;17653396.07;1571.845434;1921094;2057691.17;18312391.98;1630.521946;14.02122347;0.03;0.994307128;0.000;-0.146;-0.095;-0.102;-0.173;-0.254;0.001;0.000;0.000;0.000
Ceará;2018;metalurgia;Metalurgia;24;89;5807;20869094.32;3593.782387;8192613;8775139.284;21648131.26;3727.93719;65.24719101;0.03;0.896030975;-0.003;-0.030;-0.085;-0.005;-0.114;0.782;0.016;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;752;6002;9077237.47;1512.368789;1004706;1076144.46;9416087.983;1568.825056;7.981382979;0.02;0.476007596;-0.017;-0.557;-0.415;-0.236;-0.421;-0.421;-0.001;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;36;503;947230.78;1883.162584;273982;293463.1736;982590.6169;1953.460471;13.97222222;0.00;0.134538915;-0.027;-0.071;-0.183;-0.351;-0.200;-0.170;-0.007;0.000;-0.001;0.000
Ceará;2018;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;48;6365;12829599.37;2015.647976;1947586;2086066.853;13308524.41;2090.891502;132.6041667;0.04;1.174219819;0.005;-0.098;0.000;-0.091;-0.093;-0.166;0.090;0.000;0.001;0.000
Ceará;2018;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;127;1895;3840593.24;2026.69828;200217;214453.1985;3983961.417;2102.35431;14.92125984;0.01;0.181670279;-0.026;-0.323;-0.488;-0.426;-0.617;-0.600;-0.002;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;101;1951;4251915.56;2179.351902;358842;384357.0459;4410638.274;2260.706445;19.31683168;0.00;0.148091449;-0.027;-0.109;-0.637;-1.085;-0.881;-0.214;-0.015;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;23;887;1548270;1745.512965;81596;87397.78933;1606066.448;1810.672433;38.56521739;0.01;0.428366531;-0.018;-0.017;-0.073;-0.133;-0.147;-0.761;-0.010;0.000;-0.001;0.000
Ceará;2018;fabrica_o_de_m_veis;Fabricação de móveis;31;456;5628;7879427.9;1400.040494;456386;488836.7993;8173564.547;1452.30358;12.34210526;0.02;0.767876004;-0.007;-0.270;-0.140;-0.070;-0.131;-0.234;0.003;0.000;0.000;0.000
Ceará;2018;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;299;1857;2503849.18;1348.330199;162730;174300.7287;2597317.108;1398.662955;6.210702341;0.01;0.405307251;-0.019;-0.173;-0.166;-0.088;-0.137;-0.248;-0.002;0.000;0.000;0.000
Ceará;2018;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;509;4690;9290567.17;1980.931166;413413;442808.2538;9637381.216;2054.878724;9.214145383;0.03;0.8299583;-0.005;-0.295;-0.092;-0.091;-0.134;-0.206;0.002;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;1726;34764;60132478.1;1729.734153;9023672;10335544.81;64663236.4;1860.06318;20.14136732;0.02;0.719364516;-0.009;-0.039;-1.027;-1.418;-0.913;-0.014;-0.009;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_bebidas;Fabricação de bebidas;11;169;6466;12753199.72;1972.347621;2177963;2494598.007;13714105.83;2120.95667;38.26035503;0.05;1.717040938;0.023;0.061;0.097;-0.085;0.009;-0.227;-0.010;0.000;0.001;0.000
Ceará;2017;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;2;19;18454.9;971.3105263;630;721.5901944;19845.40799;1044.495157;9.5;0.00;0.063512894;-0.030;-0.005;-0.016;-0.049;-0.023;-0.659;-0.016;0.000;-0.001;0.000
Ceará;2017;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;285;13254;21431536.84;1616.986332;1789592;2049765.142;23046323.33;1738.82023;46.50526316;0.05;1.628117348;0.020;-0.079;0.176;0.016;0.036;0.097;0.029;0.000;0.001;0.000
Ceará;2017;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;2677;42856;51554105.28;1202.961202;3369369;3859212.114;55438515.13;1293.599849;16.00896526;0.08;2.380117544;0.044;0.742;1.027;0.174;0.308;-0.040;0.006;0.000;0.002;0.000
Ceará;2017;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;396;53915;65482787.62;1214.556016;5821865;6668255.075;70416671.82;1306.068289;136.1489899;0.16;5.15131313;0.131;-0.009;1.965;0.452;0.713;-0.190;0.099;0.000;0.004;0.000
Ceará;2017;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;196;1121;1249427.58;1114.565192;30778;35252.54445;1343567.295;1198.543528;5.719387755;0.01;0.219774618;-0.025;-0.273;-0.229;-0.091;-0.144;-0.396;-0.004;0.000;-0.001;0.000
Ceará;2017;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;102;3256;5275930.49;1620.371772;818247;937204.7807;5673452.205;1742.460751;31.92156863;0.02;0.604796891;-0.013;-0.048;-0.143;-0.260;-0.230;-0.752;0.001;0.000;0.000;0.000
Ceará;2017;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;499;3230;4335150.92;1342.151988;217730;249383.862;4661788.398;1443.278142;6.472945892;0.03;1.007685311;0.000;0.005;-0.025;-0.034;-0.070;-0.403;0.000;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;18;372;5008943.83;13464.90277;5901158;6759075.792;5386349.095;14479.43305;20.66666667;0.00;0.08644888;-0.029;-0.002;-0.220;-0.322;-0.381;8.093;-0.208;0.000;-0.001;0.000
Ceará;2017;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;249;3769;6988452.19;1854.192674;2752691;3152880.689;7515006.038;1993.899188;15.13654618;0.01;0.441112924;-0.018;-0.073;-0.294;-0.782;-0.554;-0.956;-0.006;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;18;2925;5309482.17;1815.207579;446889;511858.2864;5709531.88;1951.976711;162.5;0.03;0.904475984;-0.003;-0.010;-0.041;-0.163;-0.246;-0.586;0.108;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;289;5572;7297044.65;1309.591646;487825;558745.6137;7846849.791;1408.264499;19.28027682;0.01;0.435009064;-0.018;-0.190;-0.444;-0.342;-0.479;-0.604;-0.004;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;731;10681;16430993.01;1538.338452;1498842;1716745.54;17669007.15;1654.246526;14.61149111;0.03;0.922963788;-0.002;-0.231;-0.135;-0.126;-0.196;-0.242;0.001;0.000;0.000;0.000
Ceará;2017;metalurgia;Metalurgia;24;98;5904;21764202.23;3686.348616;5312387;6084708.521;23404053.82;3964.101257;60.24489796;0.03;0.938036893;-0.002;-0.030;-0.069;-0.111;-0.087;1.006;0.017;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;779;6071;8806711.97;1450.619662;750931;860102.2957;9470264.922;1559.918452;7.793324775;0.02;0.479429133;-0.016;-0.560;-0.412;-0.228;-0.435;-0.436;0.000;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;37;525;987911.2;1881.735619;294275;337057.0706;1062346.63;2023.517391;14.18918919;0.00;0.137055161;-0.027;-0.072;-0.187;-0.312;-0.207;-0.169;-0.007;0.000;-0.001;0.000
Ceará;2017;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;46;6606;13378148.02;2025.151078;1991216;2280701.493;14386141.65;2177.73867;143.6086957;0.04;1.187299028;0.006;-0.104;0.005;-0.065;-0.103;-0.083;0.104;0.000;0.001;0.000
Ceará;2017;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;130;1933;3904873.47;2020.110435;162291;185885.0702;4199091.145;2172.318233;14.86923077;0.01;0.191213415;-0.026;-0.327;-0.467;-0.411;-0.610;-0.531;-0.001;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;98;1898;3886173.98;2047.51;309551;354553.9147;4178982.718;2201.782254;19.36734694;0.00;0.1498558;-0.027;-0.111;-0.609;-0.968;-0.868;-0.330;-0.014;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;24;1066;1754000.95;1645.404268;155745;178387.4045;1886158.39;1769.379353;44.41666667;0.02;0.474682377;-0.017;-0.017;-0.074;-0.136;-0.159;-0.651;-0.009;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_m_veis;Fabricação de móveis;31;448;5497;7676326.9;1396.457504;473842;542729.7475;8254709.546;1501.675377;12.27008929;0.02;0.748768181;-0.008;-0.291;-0.146;-0.071;-0.133;-0.196;0.003;0.000;0.000;0.000
Ceará;2017;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;307;1996;2527487.86;1266.276483;221096;253239.2153;2717924.658;1361.6857;6.501628664;0.01;0.446308516;-0.018;-0.162;-0.153;-0.078;-0.134;-0.288;-0.001;0.000;0.000;0.000
Ceará;2017;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;492;4858;9137238.06;1880.864154;264822;303322.1563;9825694.922;2022.580264;9.87398374;0.03;0.898472635;-0.003;-0.286;-0.069;-0.098;-0.131;-0.193;0.003;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;1699;35655;58187890.69;1631.97001;8594334;9770865.474;64728600.83;1815.414411;20.98587404;0.02;0.769193383;-0.007;-0.039;-0.902;-1.307;-0.840;-0.035;-0.008;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_bebidas;Fabricação de bebidas;11;157;7451;13868778.32;1861.331139;2357732;2680496.499;15427722.25;2070.557274;47.45859873;0.06;1.92492072;0.029;0.054;0.136;-0.064;0.028;-0.234;-0.007;0.000;0.001;0.000
Ceará;2016;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;3;143;356083.72;2490.095944;786;893.6003956;396109.9243;2769.999471;47.66666667;0.01;0.327851846;-0.021;-0.005;-0.018;-0.052;-0.027;-0.323;0.000;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;295;12973;19876252.6;1532.124613;1941324;2207083.835;22110477.03;1704.34572;43.97627119;0.05;1.64395332;0.020;-0.080;0.172;0.045;0.036;0.086;0.026;0.000;0.001;0.000
Ceará;2016;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;2894;43345;49102699.8;1132.834232;2817075;3202721.8;54622173.4;1260.172417;14.97753974;0.07;2.38764286;0.043;0.844;1.032;0.123;0.299;-0.043;0.005;0.000;0.002;0.000
Ceará;2016;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;425;55767;62818810.69;1126.451319;5554080;6314412.322;69880067.38;1253.072021;131.2164706;0.16;5.213838102;0.132;-0.008;2.033;0.420;0.705;-0.206;0.095;0.000;0.004;0.000
Ceará;2016;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;197;1243;1299625.01;1045.555117;75121;85404.77776;1445711.599;1163.082542;6.30964467;0.01;0.239980971;-0.024;-0.292;-0.230;-0.077;-0.144;-0.386;-0.003;0.000;-0.001;0.000
Ceará;2016;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;100;2794;4241677.06;1518.137817;738891;840042.3536;4718470.081;1688.786715;27.94;0.02;0.519781423;-0.015;-0.053;-0.168;-0.252;-0.250;-0.771;-0.003;0.000;0.000;0.000
Ceará;2016;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;530;3283;4038238.3;1230.045172;221450;251765.6585;4492163.436;1368.31052;6.194339623;0.03;0.989460308;0.000;0.015;-0.030;-0.042;-0.080;-0.454;0.000;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;14;405;5734443.83;14159.12057;7371636;8380784.791;6379033.873;15750.70092;28.92857143;0.00;0.090279476;-0.029;-0.006;-0.231;-0.214;-0.407;9.169;-0.194;0.000;-0.001;0.000
Ceará;2016;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;251;4262;10914238.57;2560.825568;1874340;2130929.982;12141072.37;2848.67958;16.98007968;0.02;0.506466655;-0.015;-0.071;-0.268;-0.829;-0.485;-0.286;-0.005;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;16;2658;4602120.34;1731.42225;311873;354567.2216;5119429.609;1926.045752;166.125;0.03;0.828801842;-0.005;-0.013;-0.053;-0.154;-0.251;-0.796;0.112;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;289;4832;6173768.53;1277.683885;432750;491991.8209;6867741.623;1421.304144;16.71972318;0.01;0.39013074;-0.019;-0.197;-0.462;-0.339;-0.463;-0.539;-0.006;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;801;12794;18800980.77;1469.515458;1791420;2036658.55;20914337.42;1634.698876;15.97253433;0.03;1.05517822;0.002;-0.204;-0.072;-0.106;-0.165;-0.257;0.002;0.000;0.000;0.000
Ceará;2016;metalurgia;Metalurgia;24;109;5839;22332487.95;3824.711072;1903198;2163738.531;24842809.75;4254.634312;53.56880734;0.03;0.936046796;-0.002;-0.028;-0.072;-0.372;-0.065;1.236;0.012;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;821;6249;8495759.07;1359.538977;855830;972989.8557;9450739.511;1512.360299;7.611449452;0.02;0.487549591;-0.016;-0.560;-0.420;-0.217;-0.436;-0.445;-0.001;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;40;567;1035601.93;1826.45843;247674;281579.6239;1152010.55;2031.764638;14.175;0.00;0.145096116;-0.027;-0.074;-0.191;-0.264;-0.208;-0.102;-0.006;0.000;-0.001;0.000
Ceará;2016;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;47;6823;13830856.11;2027.093084;1877681;2134728.352;15385537.33;2254.951976;145.1702128;0.04;1.181939635;0.006;-0.105;0.000;-0.068;-0.113;-0.102;0.105;0.000;0.001;0.000
Ceará;2016;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;140;2134;4192066.79;1964.417427;220670;250878.8795;4663283.283;2185.231154;15.24285714;0.01;0.208675314;-0.025;-0.331;-0.469;-0.382;-0.603;-0.473;-0.001;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;103;1819;3555005.1;1954.373337;520815;592112.5827;3954611.576;2174.05804;17.66019417;0.00;0.150150263;-0.027;-0.110;-0.589;-0.769;-0.846;-0.343;-0.012;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;30;929;1483047.41;1596.391184;161203;183271.0745;1649751.91;1775.836287;30.96666667;0.01;0.364514302;-0.020;-0.013;-0.098;-0.158;-0.187;-0.635;-0.022;0.000;-0.001;0.000
Ceará;2016;fabrica_o_de_m_veis;Fabricação de móveis;31;511;6089;7804392.59;1281.71992;458344;521089.5416;8681658.791;1425.793856;11.91585127;0.03;0.827404703;-0.005;-0.257;-0.123;-0.061;-0.123;-0.223;0.003;0.000;0.000;0.000
Ceará;2016;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;292;2146;2534038.58;1180.819469;169343;192525.4094;2818881.554;1313.551516;7.349315068;0.01;0.476078468;-0.016;-0.179;-0.150;-0.072;-0.133;-0.303;0.000;0.000;0.000;0.000
Ceará;2016;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;464;4343;7560909.63;1740.94166;462829;526188.521;8410806.709;1936.635208;9.359913793;0.03;0.835065099;-0.005;-0.292;-0.085;-0.064;-0.150;-0.248;0.003;0.000;0.000;0.000
Ceará;2015;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;1656;36306;53943925.87;1485.812975;6817722;8638364.848;65251734.89;1797.271384;21.92391304;0.02;0.739482906;-0.008;-0.057;-0.959;-1.525;-0.883;-0.047;-0.008;0.000;0.000;0.000
Ceará;2015;fabrica_o_de_bebidas;Fabricação de bebidas;11;147;7927;13707090.23;1729.164909;2242637;2841523.405;16580391.64;2091.635126;53.92517007;0.06;1.902027256;0.029;0.049;0.147;-0.088;0.035;-0.242;-0.007;0.000;0.001;0.000
Ceará;2015;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;3;139;318576.07;2291.914173;850;1076.988783;385356.4776;2772.34876;46.33333333;0.01;0.3123565;-0.022;-0.005;-0.018;-0.058;-0.027;-0.390;-0.002;0.000;0.000;0.000
Ceará;2015;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;320;13447;18338764.32;1363.78109;1486735;1883761.081;22182964.41;1649.658988;42.021875;0.05;1.608226916;0.020;-0.075;0.179;0.004;0.028;0.037;0.023;0.000;0.001;0.000
Ceará;2015;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;3140;48236;49529981.13;1026.826045;3049746;3864167.334;59912532.23;1242.070906;15.36178344;0.08;2.444903983;0.046;0.929;1.201;0.172;0.347;-0.052;0.006;0.000;0.002;0.000
Ceará;2015;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;456;57529;58836525.61;1022.728113;5378743;6815112.799;71169928.94;1237.113959;126.1600877;0.17;5.248111778;0.136;-0.008;2.116;0.458;0.725;-0.211;0.091;0.000;0.004;0.000
Ceará;2015;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;215;1410;1345447.34;954.2179716;43125;54641.34268;1627482.088;1154.242616;6.558139535;0.01;0.24926388;-0.024;-0.298;-0.241;-0.090;-0.152;-0.413;-0.003;0.000;-0.001;0.000
Ceará;2015;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;112;2818;3801722.25;1349.085256;641740;813113.8609;4598645.137;1631.882589;25.16071429;0.02;0.495072598;-0.016;-0.045;-0.177;-0.270;-0.262;-0.837;-0.006;0.000;0.000;0.000
