uf;ano;nom_cnaediv.x;nom_cnaediv;cod_cnaediv;empresa;emprego;Massa Salarial;salario;rlv;rlv_def;mass_sal_def;salario_def;tam_empr;pr;ql;hhm;empresa_norm1;emprego_norm;rlv_def_norm;mass_sal_def_norm;salario_def_norm;tam_empr_norm;pr_norm;ql_norm;hhm_norm
Sergipe;2017;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;38;1280;7026875.19;5489.746242;1040441;1191701.625;7556324.068;5903.378178;33.68421053;0.00;0.562052714;-0.004;-0.255;-0.411;-0.960;-0.553;2.451;0.012;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;5;30;36287.92;1209.597333;0;0;39022.07964;1300.735988;6;0.00;0.034804537;-0.008;-0.022;-0.177;-0.209;-0.326;-1.153;-0.050;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;47;1015;1473005.01;1451.236463;173050;198208.2272;1583990.452;1560.581726;21.59574468;0.00;0.297301209;-0.006;-0.400;-0.659;-0.374;-0.567;-0.471;-0.001;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;248;4272;6270203.05;1467.74416;764413;875544.3259;6742639.5;1578.333216;17.22580645;0.01;1.384992514;0.003;-0.649;-0.437;-0.203;-0.350;-0.308;0.004;0.000;0.000;0.000
Sergipe;2017;metalurgia;Metalurgia;24;10;175;288121.77;1646.410114;42311;48462.22654;309830.6724;1770.460985;17.5;0.00;0.104316992;-0.008;-0.106;-0.339;-0.660;-0.413;-0.905;-0.026;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;166;1201;2215968.44;1845.102781;265921;304580.9303;2382933.41;1984.124405;7.234939759;0.00;0.355836611;-0.005;-1.090;-0.642;-0.278;-0.535;-0.066;-0.001;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;7;188;313808.46;1669.193936;93607;107215.7037;337452.7589;1794.961483;26.85714286;0.00;0.184135436;-0.007;-0.098;-0.202;-0.333;-0.217;-0.368;0.006;0.000;-0.001;0.000
Sergipe;2017;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;7;1029;1289283.21;1252.947726;115251;132006.3357;1386425.899;1347.352671;147;0.01;0.693873581;-0.003;-0.137;-0.258;-0.261;-0.286;-0.806;0.108;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;17;120;237236.35;1976.969583;6701;7675.19983;255111.2255;2125.926879;7.058823529;0.00;0.044535998;-0.008;-0.425;-0.552;-0.427;-0.665;-0.572;-0.009;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;35;3208;4190793.53;1306.357085;374593;429051.8027;4506554.216;1404.786227;91.65714286;0.01;0.950287779;0.000;-0.166;-0.548;-0.961;-0.864;-1.025;0.059;0.000;0.001;0.000
Sergipe;2017;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;3;42;59270.62;1411.205238;0;0;63736.4405;1517.534298;14;0.00;0.070167924;-0.008;-0.035;-0.122;-0.152;-0.185;-0.870;-0.040;0.000;-0.001;0.000
Sergipe;2017;fabrica_o_de_m_veis;Fabricação de móveis;31;130;1430;1818891.29;1271.951951;87907;100687.0305;1955937.975;1367.788794;11;0.01;0.730804336;-0.002;-0.566;-0.338;-0.111;-0.222;-0.313;0.002;0.000;0.000;0.000
Sergipe;2017;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;76;932;1123505;1205.477468;60058;68789.30777;1208156.918;1296.305706;12.26315789;0.01;0.78186898;-0.002;-0.362;-0.203;-0.095;-0.155;-0.345;0.005;0.000;0.000;0.000
Sergipe;2017;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;103;385;558992.28;1451.928;21495;24619.97021;601110.2667;1561.325368;3.737864078;0.00;0.267147742;-0.006;-0.623;-0.280;-0.123;-0.261;-0.595;-0.003;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;405;10934;15892459.94;1453.490026;2939662;3342090.491;17678879.29;1616.872077;26.99753086;0.01;0.88876879;-0.001;-1.159;-2.068;-1.892;-1.504;-0.208;-0.002;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_bebidas;Fabricação de bebidas;11;17;861;1845690.95;2143.65964;381611;433852.0872;2053159.022;2384.621397;50.64705882;0.01;0.838100428;-0.001;-0.067;-0.175;-0.269;-0.160;0.039;-0.003;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;3;365;513966.08;1408.126247;40310;45828.28492;571739.3231;1566.409104;121.6666667;0.03;3.153037147;0.018;-0.005;-0.007;-0.048;-0.024;-1.372;0.074;0.000;0.002;0.000
Sergipe;2016;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;180;3534;5073137.13;1435.522674;480789;546607.1763;5643391.853;1596.885074;19.63333333;0.01;1.687369659;0.006;-0.179;-0.273;-0.105;-0.196;-0.008;0.002;0.000;0.001;0.000
Sergipe;2016;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;165;2001;2025710.05;1012.348851;109471;124457.1615;2253413.48;1126.143668;12.12727273;0.00;0.4153097;-0.005;-1.519;-0.917;-0.157;-0.441;-0.160;0.002;0.000;0.000;0.000
Sergipe;2016;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;28;4064;4245073.62;1044.555517;305176;346953.4279;4722248.437;1161.97058;145.1428571;0.01;1.431622732;0.004;-0.352;-0.404;-0.122;-0.214;-0.285;0.109;0.000;0.001;0.000
Sergipe;2016;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;53;499;652096.02;1306.805651;43191;49103.68281;725395.9971;1453.699393;9.41509434;0.00;0.362995174;-0.005;-0.417;-0.265;-0.080;-0.155;-0.133;0.000;0.000;-0.001;0.000
Sergipe;2016;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;18;377;547451.17;1452.125119;59869;68064.83726;608988.3623;1615.353746;20.94444444;0.00;0.26425933;-0.006;-0.124;-0.282;-0.323;-0.308;-0.835;-0.010;0.000;0.000;0.000
Sergipe;2016;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;131;517;676473.48;1308.459342;28840;32788.08576;752513.6475;1455.53897;3.946564885;0.00;0.58710079;-0.003;-0.330;-0.161;-0.062;-0.132;-0.378;-0.002;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;7;2379;9204107.19;3868.897516;87847;99872.91851;10238710.72;4303.787609;339.8571429;0.02;1.998126949;0.008;-0.012;-0.138;-0.966;-0.352;-0.807;0.120;0.000;0.001;0.000
Sergipe;2016;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;38;1409;8031584.53;5700.201938;1171632;1332023.942;8934388.632;6340.942961;37.07894737;0.01;0.630874585;-0.003;-0.255;-0.403;-0.902;-0.530;2.758;0.016;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;6;41;47688.32;1163.129756;0;0;53048.8078;1293.873361;6.833333333;0.00;0.04816973;-0.008;-0.021;-0.177;-0.186;-0.322;-1.347;-0.048;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;48;1020;1364278.18;1337.527627;180160;204823.2154;1517632.22;1487.874726;21.25;0.00;0.310297334;-0.006;-0.406;-0.642;-0.365;-0.539;-0.481;-0.001;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;274;4891;7160986.7;1464.115048;874084;993742.7585;7965929.753;1628.691424;17.85036496;0.01;1.519888616;0.004;-0.660;-0.445;-0.201;-0.348;-0.262;0.004;0.000;0.000;0.000
Sergipe;2016;metalurgia;Metalurgia;24;10;184;265658.61;1443.796793;42688;48531.82403;295520.4239;1606.089261;18.4;0.00;0.111140293;-0.007;-0.114;-0.339;-0.564;-0.412;-1.073;-0.024;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;165;1112;2008635.32;1806.326727;253248;287916.6832;2234419.435;2009.369996;6.739393939;0.00;0.326894554;-0.006;-1.129;-0.662;-0.279;-0.538;-0.012;-0.001;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;9;230;373988.13;1626.035348;48305;54917.76986;416026.9104;1808.812654;25.55555556;0.00;0.221766117;-0.006;-0.101;-0.207;-0.285;-0.218;-0.296;0.005;0.000;-0.001;0.000
Sergipe;2016;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;9;829;1012935.95;1221.8769;91495;104020.3158;1126796.761;1359.224079;92.11111111;0.00;0.541089471;-0.004;-0.138;-0.283;-0.252;-0.314;-0.883;0.052;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;18;118;218342.51;1850.360254;10390;11812.35129;242885.6762;2058.353188;6.555555556;0.00;0.043476372;-0.008;-0.437;-0.564;-0.404;-0.666;-0.584;-0.010;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;32;2621;3145983.04;1200.298756;245047;278592.9976;3499612.686;1335.220407;81.90625;0.01;0.815182872;-0.002;-0.172;-0.552;-0.797;-0.852;-1.074;0.053;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;4;49;93929.3;1916.92449;0;0;104487.5849;2132.399691;12.25;0.00;0.072441855;-0.008;-0.035;-0.140;-0.174;-0.209;-0.324;-0.041;0.000;-0.001;0.000
Sergipe;2016;fabrica_o_de_m_veis;Fabricação de móveis;31;137;1591;1970612.14;1238.599711;106163;120696.3089;2192122.194;1377.826646;11.61313869;0.01;0.814585767;-0.002;-0.580;-0.335;-0.098;-0.215;-0.265;0.003;0.000;0.000;0.000
Sergipe;2016;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;88;950;1062072.21;1117.970747;51642;58711.5924;1181456.267;1243.638176;10.79545455;0.01;0.794085113;-0.002;-0.355;-0.206;-0.084;-0.156;-0.363;0.003;0.000;0.000;0.000
Sergipe;2016;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;101;430;630595.15;1466.500349;35852;40760.00176;701478.2847;1631.344848;4.257425743;0.00;0.311525489;-0.006;-0.607;-0.270;-0.108;-0.259;-0.514;-0.002;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;405;11001;14653566.58;1332.021324;2643350;3349245.059;17725269.83;1611.24169;27.16296296;0.01;0.853609583;-0.001;-1.140;-2.152;-2.006;-1.554;-0.209;-0.003;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_bebidas;Fabricação de bebidas;11;14;904;1744513.09;1929.771117;430039;544879.0345;2110200.617;2334.292718;64.57142857;0.01;0.826330323;-0.001;-0.067;-0.184;-0.297;-0.169;-0.031;0.004;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;4;392;496669.55;1267.014158;45103;57147.55893;600782.1878;1532.607622;98;0.03;3.355824152;0.020;-0.004;-0.006;-0.053;-0.024;-1.470;0.050;0.000;0.003;0.000
Sergipe;2015;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;200;3932;5360430.91;1363.283548;793297;1005143.495;6484092.712;1649.05715;19.66;0.02;1.791483498;0.007;-0.178;-0.269;-0.076;-0.194;0.036;0.001;0.000;0.001;0.000
Sergipe;2015;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;180;2598;2437982.51;938.4074326;155884;197512.1406;2949036.167;1135.117847;14.43333333;0.00;0.5016572;-0.004;-1.635;-0.951;-0.161;-0.458;-0.145;0.005;0.000;0.000;0.000
Sergipe;2015;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;28;4576;4228422.68;924.0434178;327822;415365.4316;5114791.17;1117.742826;163.4285714;0.01;1.590302159;0.005;-0.378;-0.381;-0.124;-0.208;-0.315;0.128;0.000;0.001;0.000
Sergipe;2015;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;56;536;650185.36;1213.032388;69682;88290.2734;786478.2189;1467.31011;9.571428571;0.00;0.360979392;-0.005;-0.436;-0.282;-0.087;-0.164;-0.140;0.000;0.000;-0.001;0.000
Sergipe;2015;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;14;375;658702.65;1756.5404;59876;75865.62398;796780.9163;2124.74911;26.78571429;0.00;0.250978517;-0.006;-0.130;-0.292;-0.337;-0.316;-0.408;-0.004;0.000;0.000;0.000
Sergipe;2015;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;134;606;717261.31;1183.599521;33016;41832.77843;867614.7331;1431.70748;4.52238806;0.01;0.635084641;-0.003;-0.342;-0.169;-0.063;-0.142;-0.416;-0.002;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;9;3575;12318991.25;3445.871678;200797;254418.9608;14901317.21;4168.200619;397.2222222;0.02;2.804894684;0.015;-0.011;-0.096;-1.073;-0.319;-0.843;0.180;0.000;0.002;0.000
Sergipe;2015;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;39;1425;8668612.51;6083.236849;1311937;1662284.039;10485740.45;7358.414348;36.53846154;0.01;0.627243736;-0.003;-0.258;-0.404;-0.963;-0.523;3.550;0.015;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;5;35;38048.98;1087.113714;0;0;46024.86592;1314.996169;7;0.00;0.040254405;-0.008;-0.022;-0.179;-0.198;-0.326;-1.280;-0.047;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;48;1099;1347327.9;1225.958053;203244;257519.4215;1629756.854;1482.945272;22.89583333;0.00;0.316239957;-0.006;-0.412;-0.668;-0.392;-0.565;-0.497;-0.001;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;279;5735;8470243.72;1476.938748;1195350;1514562.991;10245789.28;1786.536928;20.55555556;0.01;1.592287554;0.005;-0.678;-0.476;-0.214;-0.363;-0.127;0.005;0.000;0.001;0.000
Sergipe;2015;metalurgia;Metalurgia;24;13;208;283629.34;1363.602596;35631;45146.10275;343084.1601;1649.443077;16;0.00;0.11546392;-0.007;-0.118;-0.364;-0.666;-0.459;-1.105;-0.026;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;178;1397;2156477.8;1543.649105;263995;334493.7104;2608522.005;1867.231214;7.848314607;0.00;0.367776363;-0.005;-1.169;-0.721;-0.315;-0.597;-0.154;-0.001;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;9;239;355063.17;1485.619958;0;0;429492.0598;1797.037907;26.55555556;0.00;0.208200968;-0.007;-0.105;-0.227;-0.359;-0.246;-0.475;0.005;0.000;-0.001;0.000
Sergipe;2015;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;10;755;853839.28;1130.912954;88512;112148.7426;1032822.388;1367.976673;75.5;0.00;0.45187766;-0.005;-0.140;-0.311;-0.299;-0.347;-0.847;0.036;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;18;138;225539.41;1634.343551;13969;17699.36037;272817.3293;1976.937169;7.666666667;0.00;0.045315008;-0.008;-0.450;-0.625;-0.482;-0.752;-0.706;-0.011;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;30;2784;3364629.85;1208.559573;280516;355426.5712;4069928.753;1461.899696;92.8;0.01;0.775391282;-0.002;-0.180;-0.613;-0.902;-0.951;-0.968;0.062;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;4;57;105972.98;1859.175088;0;0;128187.1997;2248.89824;14.25;0.00;0.068838068;-0.008;-0.037;-0.169;-0.212;-0.257;-0.175;-0.052;0.000;-0.001;0.000
Sergipe;2015;fabrica_o_de_m_veis;Fabricação de móveis;31;131;1742;1984396.52;1139.148404;152418;193120.5604;2400368.782;1377.938451;13.29770992;0.01;0.80735565;-0.002;-0.608;-0.365;-0.109;-0.235;-0.271;0.004;0.000;0.000;0.000
Sergipe;2015;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;94;976;1004036.77;1028.726199;50754;64307.63377;1214504.508;1244.369373;10.38297872;0.01;0.784797031;-0.002;-0.354;-0.212;-0.094;-0.159;-0.349;0.003;0.000;0.000;0.000
Sergipe;2015;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;94;640;1339114.09;2092.365766;31697;40161.54525;1619821.253;2530.970707;6.808510638;0.00;0.430419308;-0.005;-0.599;-0.278;-0.125;-0.273;0.146;0.000;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;393;9149;11767568.77;1286.213659;2249123;3021116.992;15519648.33;1696.32182;23.27989822;0.01;0.710007575;-0.002;-1.116;-2.244;-1.925;-1.612;-0.148;-0.007;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_bebidas;Fabricação de bebidas;11;17;976;1688353.68;1729.870574;455585;611961.0109;2226683.853;2281.438374;57.41176471;0.01;0.839183271;-0.001;-0.063;-0.195;-0.267;-0.180;-0.110;-0.007;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;4;379;453094.16;1195.499103;42080;56523.633;597562.8577;1576.683002;94.75;0.03;3.291329432;0.019;-0.004;-0.006;-0.051;-0.026;-1.697;0.052;0.000;0.002;0.000
Sergipe;2014;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;198;4478;5782687.65;1291.354991;709080;952466.1997;7626492.818;1703.102461;22.61616162;0.02;1.798139735;0.007;-0.191;-0.306;-0.103;-0.217;0.069;0.002;0.000;0.001;0.000
Sergipe;2014;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;190;2887;2553712.62;884.5558088;142108;190885.4667;3367961.774;1166.595696;15.19473684;0.00;0.501903604;-0.004;-1.712;-1.058;-0.183;-0.506;-0.125;0.004;0.000;0.000;0.000
Sergipe;2014;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;31;4603;3916064.94;850.7636194;311192;418006.2357;5164699.003;1122.028895;148.483871;0.01;1.468885703;0.004;-0.403;-0.433;-0.134;-0.232;-0.292;0.114;0.000;0.001;0.000
Sergipe;2014;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;57;572;615381.53;1075.841836;37526;50406.50789;811595.4212;1418.873114;10.03508772;0.00;0.359383814;-0.005;-0.452;-0.303;-0.098;-0.175;-0.192;0.000;0.000;-0.001;0.000
Sergipe;2014;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;13;418;517385.87;1237.765239;56611;76042.28583;682353.9262;1632.425661;32.15384615;0.00;0.268920565;-0.006;-0.133;-0.303;-0.307;-0.323;-0.853;-0.002;0.000;0.000;0.000
Sergipe;2014;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;128;593;656398.29;1106.911113;25492;34241.9309;865690.3412;1459.848805;4.6328125;0.00;0.577885456;-0.004;-0.356;-0.185;-0.073;-0.156;-0.402;-0.002;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;10;4024;13227729.29;3287.209068;172393;231565.5576;17445379.82;4335.332957;402.4;0.03;3.012967818;0.017;-0.010;-0.088;-1.179;-0.312;-0.609;0.176;0.000;0.002;0.000
Sergipe;2014;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;44;1553;8546918;5503.488731;1172092;1574403.471;11272095.73;7258.271556;35.29545455;0.01;0.653726094;-0.003;-0.257;-0.420;-0.943;-0.551;3.533;0.014;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;4;35;34953.72;998.6777143;0;0;46098.68468;1317.105276;8.75;0.00;0.040353137;-0.008;-0.025;-0.178;-0.202;-0.330;-1.242;-0.045;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;48;1099;1285071;1169.309372;172904;232251.9544;1694814.824;1542.142697;22.89583333;0.00;0.286690118;-0.006;-0.417;-0.744;-0.425;-0.634;-0.452;-0.003;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;288;6290;8273942.83;1315.412215;1249263;1678062.817;10912082.65;1734.83031;21.84027778;0.01;1.635966008;0.005;-0.669;-0.502;-0.242;-0.392;-0.172;0.005;0.000;0.001;0.000
Sergipe;2014;metalurgia;Metalurgia;24;12;198;282747.57;1428.01803;30080;40404.72625;372901.3985;1883.340397;16.5;0.00;0.099349329;-0.008;-0.126;-0.404;-0.703;-0.518;-1.004;-0.029;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;182;1633;2361153.24;1445.899106;322691;433452.1781;3114004.995;1906.922838;8.972527473;0.00;0.380744632;-0.005;-1.172;-0.813;-0.357;-0.677;-0.119;-0.001;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;7;317;372324.14;1174.524101;0;0;491039.3837;1549.020138;45.28571429;0.00;0.225175563;-0.007;-0.111;-0.277;-0.403;-0.296;-0.659;0.018;0.000;-0.001;0.000
Sergipe;2014;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;10;747;827941.39;1108.355274;106295;142779.9327;1091929.817;1461.753436;74.7;0.00;0.396077689;-0.005;-0.140;-0.356;-0.312;-0.392;-0.749;0.030;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;19;162;236945.03;1462.623642;18890;25373.84571;312494.7566;1928.979979;8.526315789;0.00;0.047184722;-0.008;-0.456;-0.705;-0.588;-0.851;-0.739;-0.012;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;30;2247;2264351.27;1007.721972;132191;177564.5335;2986337.797;1329.033288;74.9;0.00;0.545906966;-0.004;-0.182;-0.749;-1.141;-1.133;-1.095;0.042;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;3;77;149187.66;1937.502078;0;0;196756.0218;2555.273011;25.66666667;0.00;0.081928655;-0.008;-0.038;-0.191;-0.216;-0.297;-0.160;-0.057;0.000;-0.001;0.000
Sergipe;2014;fabrica_o_de_m_veis;Fabricação de móveis;31;132;2110;2276419.56;1078.871829;155172;208433.5832;3002254.052;1422.869219;15.98484848;0.01;0.886271176;-0.001;-0.605;-0.395;-0.128;-0.256;-0.240;0.006;0.000;0.000;0.000
Sergipe;2014;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;82;995;917572.49;922.183407;49954;67100.32231;1210139.719;1216.220823;12.13414634;0.01;0.749367162;-0.002;-0.360;-0.229;-0.099;-0.172;-0.376;0.004;0.000;0.000;0.000
Sergipe;2014;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;90;590;1169585.03;1982.347508;18963;25471.90239;1542506.248;2614.41737;6.555555556;0.00;0.371506032;-0.005;-0.575;-0.302;-0.116;-0.306;0.149;-0.002;0.000;0.000;0.000
Sergipe;2013;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;379;8382;10287859.67;1227.375289;1974661;2774322.79;14426867.93;1721.172504;22.11609499;0.01;0.671928339;-0.003;-1.077;-2.233;-1.865;-1.561;-0.101;-0.010;0.000;0.000;0.000
Sergipe;2013;fabrica_o_de_bebidas;Fabricação de bebidas;11;15;976;1581212.38;1620.094652;494203;694336.2157;2217365.216;2271.89059;65.06666667;0.01;0.846559287;-0.001;-0.063;-0.197;-0.233;-0.184;-0.103;-0.001;0.000;0.000;0.000
Sergipe;2013;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;4;395;447901.56;1133.928;33221;46674.22784;628101.1658;1590.129534;98.75;0.03;3.362642922;0.020;-0.004;-0.006;-0.058;-0.026;-1.877;0.055;0.000;0.003;0.000
