Coluna;;CNAE 2.0 Div
UF;Ano;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;FABRICAÇÃO DE BEBIDAS;FABRICAÇÃO DE PRODUTOS DO FUMO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;FABRICAÇÃO DE PRODUTOS DE MADEIRA;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;FABRICAÇÃO DE PRODUTOS QUÍMICOS;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;METALURGIA;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;FABRICAÇÃO DE MÓVEIS;FABRICAÇÃO DE PRODUTOS DIVERSOS;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Total
;2015;332719905,520001;12327675,0899999;2444654,43999998;24365796,1900002;73614570,3100002;10700168,7300001;61868775,7699997;57674309,1999996;12813819,0799999;37594360,5799999;62026777,3099996;14884609,09;58808133,4599997;56047524,7800001;17050039,33;68937593,74;23964303,61;48738505,68;100017464,51;141556501,510001;4194805,87000011;63250651,7799999;21586048,4000002;28672682,4299999;1335859676,41
;2014;305264580,65;11248798,4400001;2194704,24999992;24057534,3200002;77329662,6100003;10787701,9;60053743,3500003;49520521,1;13127298,2200001;36663967,2200001;57463132,84;14251260,4400001;58009704,5800001;56388493,0099999;18708991,8000001;67670281,95;26787272,1299998;52314548,3400003;94645579,3099996;145798989,979999;3892148,93000017;67447639,9800001;21116112,85;21391277,9100001;1296133946,11
;2013;263873419,48;12128125,9900002;1911317,60999996;23643005,36;73613308,1800001;11405559,3500001;56034601,42;41981689,52;13038602,8500001;35359349,96;51015662,7699999;12929238,32;53061818,2200003;50828952,8899998;21681389,0799998;64390126,75;27459716,2600002;52100788,1900004;85463402,9200005;150990783,46;3058452,31999993;61322995,94;18675635,5599999;18878227,6199999;1204846170,02
;2012;211400109,87;10347260,26;1664402,44999999;21914045,0200001;66286511,7;9918135,77000007;49942234,73;38967386,6599999;11558166,9800001;32184043,7099998;44424029,2999997;10904620,85;45721999,74;43101756,4399999;18640385,22;60545840,9200001;24634526,3500001;54557244,6600002;72810999,4299997;136119558,68;1400199,51999997;53604695,6899999;16333103,99;16676825,7499998;1053658083,69
;2011;204195789,86;10276180,5;1575565,49000003;18110246,01;59009519,2900001;8126440,49999997;44751553,7300001;36575123,2199999;11044279,2199999;27762065,9999999;39231641,3900001;8375149,60000004;39318116,67;36682696,7200002;16379558,93;52877390,08;21590393,9500001;43521017,2600004;64871942,9099999;126064213,870001;1354585,88000001;46928447,7699998;14749546,3000001;14632415,5600001;948003880,710001
;2010;177756266,84;8994505,68999985;3590110,64999995;15198590,9499999;52986344,5600002;7569319,69999993;41964491,9099999;33661687,5799999;10123196,82;16977686,3800003;34714563,1900001;7357589,55999993;38822345,8;32633791,3700001;11338476,0399999;47240919,4;21118350,1899999;37209894,7200003;52036582,2200001;105032119,38;1020347,66000001;40696787,06;12129882,56;13050154,06;823224004,29
;2009;157067277,52;8532279,69999995;3430744,99999983;13252714,16;44202978,2800003;6138071,69000001;34356232,27;28373029,4799999;8671407,88;23676823,8900002;31405348,59;6969981,01999998;30221059,54;25382678,6300001;8953750,56999998;39154054,0000002;19323470,73;31559788,6399999;40670056,2399998;82940400,2699997;989909,01;33627569,6500002;10318428,02;9121814,37000001;698339869,15
;2008;138138474,36;7609057,90000001;2985152,56999984;11944485,84;39867113,5100002;5359384,93;34241027,4;27082205,0000001;7855117,64;22010225,5700001;27821301,5699999;6227160,35000001;27901545,2999999;22754127,9900001;8430006,66000001;35561980,3000001;16548960,33;24762286,1400001;38361403,3700001;80332396,79;838043,14999998;29038684,9200002;9509613,84999999;10042939,9800001;635222695,420001
;2007;124235143,72;6831621,20999996;2657257,23000001;11183467,0800001;33736036,2500002;4679220,29000004;34929915,9900001;23450017,16;9096394,56000018;18754088,9099998;24953274,1199999;5378007,1000001;25079613,56;19617272,87;7179397,43000002;30136084,4300001;13066561,78;21978830,2;33201412,7199998;69822325,6199999;747779,300000002;25825600,6400001;6981667,4;6101259,99000003;559622249,56
42 - Santa Catarina;Total;2119750840,93;78894473,6500001;22494222,6500002;1264529596,4;1818263391,93;153491262,180001;634443762,55;543673192,73;122694471,27;9506108,80999995;248145692,34;25864261,81;938928728,390001;764102510,079999;616688345,86;794078846,89;213571724,019999;781873741,919999;1257859865,87;407047301,210001;154915084,93;474879820,26;176989085,590001;166865449,71;13789551781,98
;2019;272090144,66;10259197,32;964608,020000045;136869521,57;196246583,77;15331231,2;71478472,1500001;63236368,41;14207293,59;992039,360000052;29588099,54;3542177,65;104351329,18;81400995,69;67029695,9399999;84503850,9599998;24071575,16;84552818,3300003;134016460,25;57577244,9400003;11244597,05;54526822,6100002;22806672,0400001;22644257,8399999;1563532057,23
;2018;248524100,74;9230022,40000005;1959692,55000003;132521507,71;187731699,51;15219619,3000001;70741059,92;61304819,5599999;13823037,5100001;965976,159999964;28553417,7800001;2725585,28999997;94610081,2000001;78622466,75;71605696,5999999;81004966,04;22328371,1199999;78684870,6200003;141661598,08;47048299,39;12150136,3000001;52128843,7;22783402,18;20013329,1400001;1495942599,55
;2017;236185760,34;8865679,08000008;1993602,79999996;128470155,24;187138655,2;15030160,3700001;65303225,0700001;58127951,4499998;13426050,27;718111,44999999;27125705,5999999;2482843,27999994;90388454,5099999;73868684,2399999;58231972,7800002;83451770,5000001;21132297,0399999;78682749,2799999;124525980,219999;39341174,6900003;13527975,8500001;49730550,77;20351805,4800001;18414413,0600001;1416515728,57
;2016;207057629,61;7776245,57999988;1776574,0799999;115915681,17;178461498,35;14040013,7600001;62684250,7;54000984,1700003;12353961,69;696364,770000013;24518362,3299999;2782074,69;82658105,8300006;74657999,4299998;52200799,3499998;73150755,9500002;21884390,4499998;68821371,49;120937233,76;35564179,5500002;18088332,4999998;46236647,7399997;18732132,6400002;17013139,9000001;1312008729,49
;2015;192754998,78;7240821,94000002;1626987,61000008;105755237,980001;168931565,69;13547883,37;57437931,9299999;49802959,0699999;11996128,7100002;980901,469999975;22468690,78;2482861,12;90163514,7300001;74923657,6799995;51190883,6500001;72638687,9299999;20607381,1599996;68177451,3599992;119124433,08;34001900,47;20112884,63;44095935,5699998;17738551,6600001;17004087,4299998;1264806337,8
;2014;173102658,7;6482926,58999999;1580020,51000004;107751373,76;163001805,88;13465385,69;53683665,94;45986695,1499999;11451493,9999999;915278,140000035;21150961,31;2161883,39000012;89475271,3100006;69690314,7699999;51378166,4400005;73111530,0900002;20695775,78;73145020,1799999;120047706,41;34856921,6800001;19806291,3300001;42140041,4800001;16437503,4100002;16437188,5000001;1227955880,44
;2013;156966506,09;5722118,51000005;2018952,27000004;99679409,2300002;148732559,34;13160152,2900002;48811963,9199998;41389349,5899999;10336529;774259,649999991;19777397,6399998;1637128,33000001;78434962,1199998;64063632,9199998;49006182,4299997;67282298,42;17631621,12;67980945,0599996;102970004,84;32535137,4000001;15836451,3300001;37318129,0999999;14018970,9099999;13852976,8;1109937638,31
;2012;122385109,47;4885762,00999993;2081298,11000012;86408424,0600001;126342646,96;11301188,71;42807434,3100001;38407777,17;8127655,18000001;741284,749999993;16761682,3899998;1490507,64999996;69254665,2900002;57282170,88;44271245,4000001;57633953,7499998;15751424,5999999;59978221,42;90355955,9599996;27489123,31;12860913,0100001;32433116,8400002;12559459,17;11093950,44;952704970,84
;2011;128316975,25;4276040,60000006;1958454,56000004;81434540,4800001;119873896,87;10170821,53;39031423,0300001;33801763,43;7230399,27000001;580900,939999992;14780774,18;1562166,44999994;58493456,4600002;51059148,36;45597072,41;54116808,6000001;13083142,7299999;52216526,5399999;79625135,5700004;23668084,6599999;9972230,49000002;27581548,6700001;8673021,91999996;8585782,71;875690115,710001
;2010;110944524,42;4886335,94000001;1845385,33999995;79053271,5199998;107982165,21;9894187,64000007;35170788,99;28714845,14;6063005,32000001;626366,259999982;12782954,0900001;1367632,69000001;53606909,7999998;44587127,3899999;38595852,0799999;46143409,1199997;10348057,9599999;46286175,93;68444214,0399996;19958635,68;7155613,13;25498262,7;7243779,3799999;6729244,20999999;773928743,979999
;2009;96622882,9199999;4014102,18999998;1759003,52000002;69137278,8999999;90252189,1000004;8253888,38000009;30422093,9900001;24832704,3999999;5289171,80000003;513668,869999987;11392048,84;1320853,43000002;45789798,73;33239874,31;28728948,33;37810448,4299999;9945354,56999992;37425455,7899999;54455113,8799997;19289753,6699999;5643575,55;22203545,7700001;5717865,76999998;5304161,74;649363782,88
;2008;90350909,7399999;2843790,35999998;1580895,08999998;63804052,5299999;76337891,7000003;7277535,89000008;29769168,0500001;23088018,21;4529980,83999999;533496,590000004;10144245,5899999;1197565,05999999;41737771,7999999;32359095,9000002;31119883,0499999;34920285,8700001;8891165,35000006;35360336,9199998;54121480,31;18891595,0300001;4734316,57999996;20482407,1300001;5218706,87000008;5312748,95999996;604607343,42
;2007;84448640,2100001;2411431,13;1348748,19000002;57729142,2500001;67230234,3500001;6799194,05000003;27102284,55;20978956,9800001;3859764,09000003;467460,399999978;9101352,27000003;1110982,78000002;39964407,43;28347341,7599999;27731947,4;28310081,2299999;7201166,97999985;30561798,9999999;47574549,47;16825250,7400001;3781767,17999999;20503968,1800001;4707214,16000001;4460168,97999998;542557853,76
43 - Rio Grande do Sul;Total;2344123339,35;259837369,75;262188728,619999;185114893,57;316444735,65;1876271573,26;284087757,000001;289668449,120001;155757135,280001;190531806,16;686497792,079999;66829266,4699998;892246474,77;369568512,27;375317749,369999;1472916411;381381104,49;319489797,449999;1815473816,82;1534036698,55;201287211,789999;776348269,11;276133637,110001;315223997,4;15646776526,44
;2019;279566586,5;28254380,1399999;23612451,4400001;18018683,8199999;31192949,4800002;172185889,23;27961073,9300001;33046901,1899998;13916799,6800002;19380947,2500001;67757257,8099998;5947370,16000002;89608906,7200001;37276109,76;28075468,9199999;134219022,58;31584422,3700002;28655171,36;186037965,36;139153925,56;7388180,77000001;77130441,4399999;33684899,0799998;25839537,79;1539495342,34
;2018;272211037,55;23982880,4300002;22824267,1199998;18314179,1400001;31706213,5899998;177968815,29;28867233,35;32733579,6900005;14785896,47;19221689,3700003;70274458,8199996;6078663,42999999;93732336,45;37027448,12;29124279,99;140110600,470001;32536086,8699995;28379133,02;184508234,89;140943400,71;4222793,42999997;78866475,8199997;29628316,8100001;24973816,54;1543021837,37
;2017;256009200,02;23442122,2399998;22333028,5299998;19254734,9;32301025,6999999;177101755,37;28941756,9099999;32522585,0600002;15247591,6900001;18551452,8199997;69781158,4699999;5952290,06999987;90705178,7299996;36919719,1699998;29153580,1600001;141133873,08;31393673,39;25580677,87;165833254,709999;128012513,88;12167053,4499999;77499809,46;28755238,7100002;31761620,9300003;1500354895,32
;2016;238776654,31;26441345,4799999;22857211,3599999;17825475,7900001;30526312,2700002;172107866,93;27920542,8699999;31050684,9100001;14399574,35;18675846,4599998;65053687,3499998;5785948,15999996;82922037,02;36292888,94;26715039,9999998;133101235,48;29314628,8499999;25030535,2999996;153155389,22;117801538,09;28961103,5899997;74550395,7600001;26778976,6500001;28939046,6300003;1434983965,77
;2015;219918409,81;25621985,6599999;22238119,1500001;16190130,72;27914036,23;158155644,33;26521171,3599999;27223589,28;13826917,5;20101997,5599999;61577374,4700002;5860718,86999998;70887085,9399997;35210369,3999999;29219022,4699998;132089210,39;30760269,4100001;29042646,5299999;164877416,89;125552442,2;34676679,3299999;74416926,6199999;25610386,3699999;28250495,5399997;1405743046,03
;2014;200938311,57;24077374,4500002;23009017,73;16218058,2700001;27984425,0300001;154965433,6;25112346,8100002;23213203,6400001;13492936,7;18498885,67;58736572,4499997;5349522,29000001;80886983,0700005;34268048,76;32702843,3800001;133999313;31736515,2500002;30561013,7599997;174524444,21;143391156,350001;40060992,9700001;74527856,3200005;24660960,1400003;31854408,6400001;1424770624,06
;2013;177084516,18;20821195,8000001;22525888,7600001;14592913,8500001;25872966,1199999;150582114,94;23130760,0999999;20379818,3100001;12127718,0100001;18149295,4600001;54547687,1499997;5243898,57999995;72302303,3699999;30687614,0199999;34517196,1999999;128856332,84;30471981,51;29472520,1999998;166479751,66;145531622,71;30868754,6400001;68263049,2500002;22261763,9500001;25752280,5299998;1330523944,14
;2012;155634335,97;17953530,1500001;20894080,17;13253578,5700001;21838683,9600001;139754108,71;20598951,8000001;18101745,9699999;11588471,8300001;3373307,00999999;47839864,5900002;4969002,89000005;66378419,1000001;28942431,8600002;31205888,2;117853563,32;27045662,37;26408976,98;134962499,1;129282234,59;23372971,76;60677495,4400002;19210284,9300001;28153411,2000001;1169293500,47
;2011;139069343,06;16077295,8000001;18508247,3099997;12213144,3200001;22198111,1000001;131691059,03;18396393,2100002;17036287,87;10559978,7800001;12427649,5199999;44929467,22;4753012,04999998;59929204,37;26015071,8500001;30507220,29;106313824,67;38643121,8199999;23952039,74;127944157,56;123388096,850001;10371246,0299997;50891144,7999998;16626800,79;24486317,5100001;1086928235,55
;2010;120757755,01;16163493,0500001;17676419,4399998;11639767,68;20107823,5100001;125140653,32;16580930,9000001;15533403,13;10166061,9200001;12574998,98;40620353,7700004;4753783,05000001;54750172,07;21504111,8800001;28673608,9099998;89612695,4000003;31345147,7000001;21810008,32;109393516,86;106283045,36;3971139,12000003;43201988,7300001;15361720,0600001;20345389,1399999;957967987,310001
;2009;103998471,38;13778448,2399998;16543034,2299999;9787277,46;15875720,61;108555288,04;14298790,39;13944479,4799999;8658747,20000004;10598238,2800001;35353193,3599995;4211003,27999998;44940796,3699999;17724453,3600001;24255733,1999997;76403474,1600001;24325185,4799998;17633658,83;87414871,2699999;79635493,07;2213113,45999996;35287319,89;13081574,0300001;16849272,3100001;795367637,379999
;2008;95242982,2199996;11857532,7299999;15264570,3700003;9401472,70000001;15529244,72;104589531,65;13242976,61;12797976,6399999;9159068,01000002;9945397,35000011;36820549,0500001;4130036,56999993;43885765,7699998;15198813,7000001;27267465,3099999;74657730,9000004;22069649,9699997;17809904,47;86707001,45;83291990,9600002;1628628,69999995;32139764,3700001;11023192,2;15498309,89;769159556,31
;2007;84915735,7700001;11365785,5799997;13902393,01;8405476,34999995;13397223,33;103473412,82;12514828,7600001;12084193,95;7827373,13999998;9032100,4299999;33206167,5700003;3794017,07000007;41317285,7899999;12501431,45;23900402,3400002;64565534,71;20154759,5000001;15153511,0699998;73635313,64;71769238,2199999;1384554,54000002;28895601,21;9449523,38999993;12520090,75;689165954,39
50 - Mato Grosso do Sul;Total;829359261,810001;23579090,9899999;941566,150000012;38699918,37;56009630,0000001;49677107,2699999;22408423,64;141454487,460001;12770535,3;273293552,96;26356596,2799997;3274990,65999999;43403841,4000003;63852354,9299997;25672434,51;50024906,3100001;689309,550000001;29934699,86;17960388,23;6875394,04000002;524089,349999998;15179254,3;14076278,48;30967267,6700001;1776985379,52
;2019;100381971,720001;2385789,65999995;24228,1400000025;3034308,16000001;4413420,82999998;5064480,65999997;2628807,63000001;24143206,73;1043424,10999997;24654984,6;3367276,05000004;419129,379999989;4799408,55000004;5519197,25999996;2918607,78;5393457,43999998;114120,979999989;3028006,23;1527451,40999998;632716,290000001;16291,7399999984;1840502,26000004;2302053,22000003;4232797,44999996;203885638,280001
;2018;97660341,19;2197339,26999995;7764,97000000067;3188314,43999989;4600297,70000002;5488553,56999999;2546048,42999995;27426414,3200002;1158014,78000003;31467960,3899999;3005068,46999993;312533,529999996;4845138,38000011;6196451,23;2673401,72000003;5328454,36;141451,410000009;3029678,32999998;1648981,94000003;672321,679999983;25919,8599999994;1942416,12999999;2113567,60999999;4065296,00000002;211741729,71
;2017;95057700,1100002;1973972,75;22541,4000000022;3332351,24000004;4700703,75999998;5455579,61999995;1988112,35999997;9609595,69000005;1022060,56;30092569,8;3026076,38;387120,450000002;4653077,84000003;6220406,71999994;2199538,35999995;5037535,22;8808,19000000134;3103747,44000003;1741087,20000003;563356,959999994;32040,3299999963;2055675,50999997;2094027,16999995;3435127,68999997;187812812,75
;2016;88367193,9;1966717,66999998;119935,160000001;3314855,46000001;4795268,12000005;5155529,73999998;1760138,39999998;16553735,4600001;1042291,41999999;26252762,74;3289054,17;362645,09000002;4380931,05000003;6623682,74;2133900,99999999;4818651,59999997;8222,69999999925;2988756,0899999;1737669,12999996;566821,279999989;18406,1799999978;1896712,84;1911647,26000001;3077163,48999999;183142692,69
;2015;82122892,58;1876423,85000001;114566,000000003;3207317,18000004;4728949,89999994;4789960,30999998;1745202,10000002;14091244,9099998;1176010,27999999;24611069,79;4235810,69999992;218163,289999978;4003444,57999999;6471259,22999992;2271844,06999998;4708813,54999994;16944,3500000015;2491665,11000006;1671157,18999997;648882,870000013;18841,0899999999;1679037,61999998;1480667,98999999;3095136,10000009;171475304,64
;2014;75321615,79;1749243,95999995;105427,81;4277963,29000002;5182016,60000001;4406920,51000005;1690641,48;11936008,4500001;1239076,45999999;26279480,76;2036784,74999992;220016,680000002;4034859,88;6444930,47999994;2494201,46000004;4186352,10000007;46180,4500000016;3016336,32000003;1880491,9;701628,010000003;17840,7800000003;1621332,42000001;1124356,52999999;2955094,84000008;162968801,71
;2013;66099786,95;2081211,26000003;95275,9300000034;3889794,44999996;5494665,32999999;4372609,31000004;1734748,76999999;11265731,0600001;1158696,38999997;25457179,2900001;1802484,60999998;108943,149999994;3703988,28000002;6154331,53000001;2178958,82999994;4104273,39000003;32019,7800000026;3179480,16999997;2080295,56999999;625682,92;40622,9700000025;1055824,57000002;891845,519999978;2457486,10000002;150065936,13
;2012;56097254,2999998;2922699,63999999;108020,269999994;3459929,29000003;5185345,47;3971308,60999998;1606794,8;8201064,85000006;1027832,06000001;23923971,3999999;1507162,24999997;136399,079999997;3444746,45000002;5110091,93000004;2044310,99999998;4301747,55000004;13808,2200000025;2395884,35999997;1384271,05;617636,100000019;34676,4399999976;813916,659999997;411590,189999999;2352420,91999997;131072882,89
;2011;42411340,2999999;1726822,31000004;89938,9200000083;2633548,30999998;4691844,66000005;3241308,46;1458321,66999999;5931217,68000018;890255,940000016;19716737,8400001;1193425,07999999;249124,379999995;2976177,01999999;4298515,62;1512362,14000002;3729016,04000002;42094,4800000014;2266948,51999998;1107676,19000002;525660,320000002;27214,1499999976;639405,730000001;487961,130000007;1456303,18999999;103303220,08
;2010;37115540,8599999;1558061,62000001;81920,7599999951;2326155,84999998;4455194,51999998;2591301,49;1450620,88000003;6168777,33000003;905647,830000001;15645010,4699999;1019848,41;223280,930000015;2412841,02000004;3612629,53999998;1204410,93000001;2928178,42999999;38788,879999999;2004254,46000003;1097858,81999999;410807,660000007;51978,5999999987;544702,240000017;350911,190000004;1026268,53;89224991,2499999
;2009;34941584,0499999;1262714,68000002;65842,299999997;1966919,58000001;3249850,38;2069647,99999999;1212531,22000002;3438510,00000003;786645,400000003;12466156,7599999;782570,489999991;215826,12000001;1745992,53;2673666,56999995;793768,489999997;2181178,8;13196,3400000026;1233419,13;764672,599999995;356376,180000011;38548,8899999997;425433,499999997;340015,569999998;670579,270000011;73695646,8499999
;2008;27838234,15;1021387,38999998;53416,5800000066;2463787,15000004;2440255,25000001;1569805,13000001;1294030,19000001;2272308,89;721331,930000007;8864330,35000001;598975,739999984;198533,330000001;1207437,30000001;2491402,25;1695908,68000003;1770045,16000003;49746,0800000033;783309,290000013;765983,440000036;322162,279999998;51581,2800000021;359484,209999998;356119,680000003;1500463,23999995;60690038,9700001
;2007;25943805,9100001;856706,929999981;52687,9099999992;1604673,96999999;2071817,48000004;1500101,86;1292425,71000001;416672,089999999;599248,140000005;3861338,76999999;492059,179999989;223275,249999987;1195798,52;2035789,82999999;1551220,05000006;1537202,66999999;163927,689999987;413214,410000003;552791,790000022;231341,489999999;150127,040000008;304810,610000012;211515,420000007;643130,850000014;47905683,5700002
51 - Mato Grosso;Total;868338924,31;73600342,4700003;981469,209999999;36054250,55;21599266,4;33058471,8399999;194328147,41;3445504,20000001;35921043,19;158652524,21;53893775,4899997;232136,219999995;49867666,2299997;115504041,44;16331127,7300001;69842583,6600001;647400,199999997;10420377,5699999;23163831,3;12130113,9099999;2290566,48000005;46873277,7599999;8936632,80999996;35248562,8900002;1871362037,48
;2019;108344967,02;8323933,6800001;0;3757428,88000001;2391474,33999998;3430373,78999995;17256204,6499999;344132,350000009;2099024,36000002;22904928,2200001;7485202,4599999;15583,2399999984;4821208,07999994;12245348,27;1526817,94000003;7796844,46999986;82361,9299999978;1324595,88999997;2352291,19000002;1415510,07999994;297116,029999998;5068633,33999997;1221331,15000001;5585849,85999989;220091161,22
;2018;99769526,33;7558289,74000002;0;3316141,57999993;2323703,36000004;3514963,14999995;16724515,58;332846,950000013;2300481,98;17458376,05;6995168,95999991;64524,2299999977;4757491,05999993;11960026,54;1249286,75999999;7282184,76000005;93034,7999999933;1322234,33;2577404,51999998;1287615,34000005;304730,260000021;5026371,17999994;1109899,2;4678187,85000004;202007004,51
;2017;98772506,3700001;6716913,94000002;0;3089748,73000008;2272005,09000002;3707027,18000004;15953444,7599999;328401,939999995;2553060,39999999;15591798,9000001;6995943,95000004;19722,5900000017;4775900,53999993;11857569,7200001;990705,429999996;6660276,79000001;63590,0499999998;1095278,94999998;2478774,32999999;1112466,88999996;176883,910000023;4718011,63999991;1040074,60999999;4324896,94000001;195295003,65
;2016;80763302,52;6661205,98000005;143081,539999997;2654530,92000001;2090854,86;3268243,76999998;15421201,48;333926,010000005;2667182,45000005;14460198,6600001;6547328,63999982;10640,3800000008;4866099,19000004;11181425,5099999;1069614,49000004;6473719,71999996;69690,1399999969;1131225,92999998;2365801,79000002;1144069,98;159878,040000004;4641973,70000005;931296,750000003;3575296,79000004;172631789,24
;2015;79081270,7800002;6527927,41000006;127130,190000005;3484977,63999997;2032512,02999996;2763544,74999997;15617011,31;316901,529999989;4316129,36999998;13704221,4999999;5603134,01000001;14269,7599999988;4458008,22999997;11304150,2499999;1830926,54999998;6620382,19000004;48933,6000000043;820901,299999995;2174253,23999997;1222154,61999999;170946,339999999;4835420,56999997;863286,969999989;3379868,70000006;171318262,84
;2014;75586789,1700002;6869988,70999995;120858,36999999;3358773,66000006;2038343,74;3093458,62000003;16039664,42;352146,579999998;3934850,73000001;13035321,6700001;4363913,68999998;18333,2100000032;4373211,75;11166009,74;1907934,35000001;5751407,96000007;64271,5899999999;873902,249999977;2377695,10999992;1305865,10999999;116246,560000003;4799096,00999999;878648,06999998;3393170,38000005;165819901,45
;2013;71546575,9399998;5850119,25999996;106566,849999997;3478940,90000003;1914222,47999999;3140599,81999998;16009075,68;308262,389999998;3372300,62;12920836,8299998;3960957,88000003;12433,8099999987;4123656,91999999;10804056,9699999;1407487,56;6232523,91999995;46332,9700000016;796587,579999991;2128688,55000003;1133523,57;174909,010000007;4070773,25999997;737659,599999989;2921829,85000002;157198922,219999
;2012;52078286,2699999;5403813,81999994;110069,259999998;3625484,04999991;1633246,36;2557825,80000002;15323821,44;310216,259999988;3464086,23000001;11439836,05;2693189,77;15667,7999999989;3727164,52999998;8963500,38000002;1325687,79000002;5475032,42999993;46734,9599999972;703093,090000026;1867160,12;898699,320000004;222461,569999997;3516755,47000001;622878,129999978;2478071,33000003;128502782,23
;2011;51230263,34;5152502,27000011;100433,110000004;3354576,63000001;1254096,33000001;1876251,64000002;14165175,85;255249,679999994;3405163,29999993;10383447,5099999;2480757,48999995;11736,96;3449953,93999991;6959134,3;1210170,64000001;4297181,72000003;45443,1200000038;582321,939999992;1666516,52000001;703289,210000002;192305,719999987;3059323,77000006;491609,400000006;1315635,85999999;117642540,25
;2010;42865063,09;4466585,30999996;92569,5100000091;2002517,29999998;1075018,34999998;1651554,64999999;14041453,7800001;191098,180000007;2996092,79000005;9132492,70999994;2039175,84000005;10332,399999999;3509825,98999999;5952042,76000001;1154426,52;3858458,65000005;18041,0499999998;636236,470000002;1050608,87000001;610437,440000009;169374,910000002;2244495,92000003;329048,730000002;1018649,86000004;101115601,08
;2009;41759249,9499998;3752116,41000005;71576,649999998;1342606,38000001;876814,150000013;1373125,06999997;13074764,5799999;146933,070000005;2239019,88;6514031,40000003;1690147,95000002;9335,56999999797;2679893,33000004;4985142,63000005;898442,990000008;3288643,2600001;10694,6200000001;441365,320000002;749531,230000017;464885,329999984;125805,400000005;1809746,61000002;254352,870000001;916341,140000013;89474565,7900001
;2008;34935351,9300001;3309874,11000006;68003,2999999996;1375117,46;885177,979999982;1182951,13000002;12521665,5000001;121185,830000003;1876102,93999998;5933267,3099999;1570050,60999994;18523,7300000004;2378307,72999998;4579839,92000002;984820,319999984;3481754,69000002;54635,9900000021;436274,379999992;824536,780000004;423537,609999998;89948,160000002;1716537,41999998;248416,030000006;963233,750000001;79979114,6100001
;2007;31605771,6000002;3007071,83;41180,4300000002;1213406,42;811797,330000009;1498552,47;12180148,38;104203,430000004;697548,139999988;5173767,39999999;1468804,24000001;11032,5399999991;1946944,94000002;3545794,45;774806,389999995;2624173,10000004;3635,38000000035;256360,14;550569,050000001;408059,409999995;89960,5699999975;1366138,87000002;208131,300000008;697530,579999993;70285388,3900003
52 - Goiás;Total;1576139160,09;132929960,6;2223520,01999997;41662591;279850841;75696849,7499999;19013103,1200001;105194519,28;44862747,9999999;534597385,28;240130748,84;317459726,67;112790684,92;193678289,89;66692885,2999999;176777734,43;5924249,73000005;26858739,8399998;89097214,4900002;141880526,32;2576662,33999999;116221175,21;50758795,94;107409645,63;4460427757,69
;2019;185102233,71;13457104,0099999;85411,3899999969;4179758,98999998;26586171,8100001;7834356,4399999;2280875,49;10910067,08;4346090,72999999;61239610,7799999;28415769,0899999;38892113,3900001;11377695,8499999;16762634,6900002;11000637,8400001;20930361,5599998;395541,729999985;3923764,35999995;9017926,04999997;14370635,48;258433,999999992;11507826,8700001;7138400,07000003;14610622,14;504624043,55
;2018;173498304,48;14709896,5999998;126171,249999999;4160889,17999994;25979768,5400001;7917704,56999995;2180302,55;11546955,8399999;4509476,06999999;54054967,7300001;29992016,4699999;41612330,7000001;11279444,4400001;17388941,5;6533548,62999989;18851243,62;508589,44000001;3921433,13999994;9765198,42000008;14376439,3199998;203511,839999991;11929569,3400001;6092245,52000002;12849073,3999999;483988022,59
;2017;172024259,01;14797142,8000002;96566,7200000072;3949910,71000007;27948377,36;7672875,85;1577423,35;12926495,1600001;4737674,57999999;64395386,8300002;28373350,1799997;39289808,7099998;11683119,83;18412801,7399999;4645236,50000004;17638042,14;405203,330000001;2953752,79999998;9206214,0099999;13490262,0500001;212922,720000007;11486011,97;5780796,42999998;9996245,90999995;483699880,69
